"province","last_updated","date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_vaccines_distributed","change_boosters_2","total_boosters_2","change_active","total_active","positivity_rate"
"ON","2022-04-05 22:31:11",2020-07-02,153,4,24322,-90,1,204,0,0,0,0,35370,2680,1457703,119,71,30730,0,0,0,0,NA,NA,-55,1960,0.00629060110188307
"ON","2022-04-05 22:31:11",2020-07-03,165,2,24194,36,-1,179,0,0,0,0,35535,2682,1481897,155,70,30909,0,0,0,0,NA,NA,-16,1944,0.00681987269570968
"ON","2022-04-05 22:31:11",2020-07-04,121,5,21425,-5,0,174,0,0,0,0,35656,2687,1503322,150,70,31083,0,0,0,0,NA,NA,-58,1886,0.00564760793465578
"ON","2022-04-05 22:31:11",2020-07-05,138,2,23792,-11,-3,183,0,0,0,0,35794,2689,1527114,139,67,31266,0,0,0,0,NA,NA,-47,1839,0.00580026899798252
"ON","2022-04-05 22:31:11",2020-07-06,154,0,17303,-21,-3,160,0,0,0,0,35948,2689,1544417,118,64,31426,0,0,0,0,NA,NA,-6,1833,0.00890019071837254
"ON","2022-04-05 22:31:11",2020-07-07,112,2,15112,13,-3,177,0,0,0,0,36060,2691,1559529,131,61,31603,0,0,0,0,NA,NA,-67,1766,0.00741132874536792
"ON","2022-04-05 22:31:11",2020-07-08,118,9,22832,-8,0,202,0,0,0,0,36178,2700,1582361,123,61,31805,0,0,0,0,NA,NA,-93,1673,0.00516818500350385
"ON","2022-04-05 22:31:11",2020-07-09,170,3,26326,0,-3,172,0,0,0,0,36348,2703,1608687,123,58,31977,0,0,0,0,NA,NA,-5,1668,0.00645749449213705
"ON","2022-04-05 22:31:11",2020-07-10,116,7,27484,-6,2,178,0,0,0,0,36464,2710,1636171,117,60,32155,0,0,0,0,NA,NA,-69,1599,0.00422063746179595
"ON","2022-04-05 22:31:11",2020-07-11,130,6,29522,11,-3,267,0,0,0,0,36594,2716,1665693,128,57,32422,0,0,0,0,NA,NA,-143,1456,0.00440349569812343
"ON","2022-04-05 22:31:11",2020-07-12,129,3,25726,-12,-2,112,0,0,0,0,36723,2719,1691419,116,55,32534,0,0,0,0,NA,NA,14,1470,0.0050143823369354
"ON","2022-04-05 22:31:11",2020-07-13,116,3,20896,-12,-2,129,0,0,0,0,36839,2722,1712315,104,53,32663,0,0,0,0,NA,NA,-16,1454,0.00555130168453292
"ON","2022-04-05 22:31:11",2020-07-14,111,1,16744,33,2,122,0,0,0,0,36950,2723,1729059,137,55,32785,0,0,0,0,NA,NA,-12,1442,0.0066292403248925
"ON","2022-04-05 22:31:11",2020-07-15,102,9,23769,-22,0,135,0,0,0,0,37052,2732,1752828,115,55,32920,0,0,0,0,NA,NA,-42,1400,0.00429130379906601
"ON","2022-04-05 22:31:11",2020-07-16,111,5,26492,-8,-5,141,0,0,0,0,37163,2737,1779320,107,50,33061,0,0,0,0,NA,NA,-35,1365,0.00418994413407821
"ON","2022-04-05 22:31:11",2020-07-17,111,9,31163,1,2,101,0,0,0,0,37274,2746,1810483,108,52,33162,0,0,0,0,NA,NA,1,1366,0.00356191637518852
"ON","2022-04-05 22:31:11",2020-07-18,166,2,28849,-3,1,132,0,0,0,0,37440,2748,1839332,105,53,33294,0,0,0,0,NA,NA,32,1398,0.00575409892890568
"ON","2022-04-05 22:31:11",2020-07-19,164,3,26890,-4,0,113,0,0,0,0,37604,2751,1866222,101,53,33407,0,0,0,0,NA,NA,48,1446,0.00609892153216809
"ON","2022-04-05 22:31:11",2020-07-20,135,1,20913,14,2,106,0,0,0,0,37739,2752,1887135,115,55,33513,0,0,0,0,NA,NA,28,1474,0.0064553148759145
"ON","2022-04-05 22:31:11",2020-07-21,203,1,22974,5,0,92,0,0,0,0,37942,2753,1910109,120,55,33605,0,0,0,0,NA,NA,110,1584,0.00883607556368068
"ON","2022-04-05 22:31:11",2020-07-22,165,2,23990,8,2,207,0,0,0,0,38107,2755,1934099,128,57,33812,0,0,0,0,NA,NA,-44,1540,0.00687786577740725
"ON","2022-04-05 22:31:11",2020-07-23,103,0,26001,26,-2,151,0,0,0,0,38210,2755,1960100,154,55,33963,0,0,0,0,NA,NA,-48,1492,0.00396138610053459
"ON","2022-04-05 22:31:11",2020-07-24,195,3,28809,-13,-5,137,0,0,0,0,38405,2758,1988909,141,50,34100,0,0,0,0,NA,NA,55,1547,0.00676871810892429
"ON","2022-04-05 22:31:11",2020-07-25,138,1,29904,-44,-3,140,0,0,0,0,38543,2759,2018813,97,47,34240,0,0,0,0,NA,NA,-3,1544,0.00461476725521669
"ON","2022-04-05 22:31:11",2020-07-26,137,4,26144,-10,-1,119,0,0,0,0,38680,2763,2044957,87,46,34359,0,0,0,0,NA,NA,14,1558,0.00524020807833537
"ON","2022-04-05 22:31:11",2020-07-27,119,1,24664,-5,1,102,0,0,0,0,38799,2764,2069621,82,47,34461,0,0,0,0,NA,NA,16,1574,0.00482484592928965
"ON","2022-04-05 22:31:11",2020-07-28,111,4,17334,14,-1,106,0,0,0,0,38910,2768,2086955,96,46,34567,0,0,0,0,NA,NA,1,1575,0.00640359986154379
"ON","2022-04-05 22:31:11",2020-07-29,76,1,27308,-5,-3,174,0,0,0,0,38986,2769,2114263,91,43,34741,0,0,0,0,NA,NA,-99,1476,0.00278306723304526
"ON","2022-04-05 22:31:11",2020-07-30,89,3,27676,-7,-4,165,0,0,0,0,39075,2772,2141939,84,39,34906,0,0,0,0,NA,NA,-79,1397,0.00321578262754733
"ON","2022-04-05 22:31:11",2020-07-31,134,3,30033,-6,2,168,0,0,0,0,39209,2775,2171972,78,41,35074,0,0,0,0,NA,NA,-37,1360,0.0044617587320614
"ON","2022-04-05 22:31:11",2020-08-01,124,2,33282,-5,-1,163,0,0,0,0,39333,2777,2205254,73,40,35237,0,0,0,0,NA,NA,-41,1319,0.00372573763595938
"ON","2022-04-05 22:31:11",2020-08-02,116,1,30443,-1,1,122,0,0,0,0,39449,2778,2235697,72,41,35359,0,0,0,0,NA,NA,-7,1312,0.00381039976349243
"ON","2022-04-05 22:31:11",2020-08-03,88,0,23021,3,-1,126,0,0,0,0,39537,2778,2258718,75,40,35485,0,0,0,0,NA,NA,-38,1274,0.00382259675948047
"ON","2022-04-05 22:31:11",2020-08-04,91,4,19169,3,0,116,0,0,0,0,39628,2782,2277887,78,40,35601,0,0,0,0,NA,NA,-29,1245,0.00474724816109343
"ON","2022-04-05 22:31:11",2020-08-05,86,0,17229,-12,1,146,0,0,0,0,39714,2782,2295116,66,41,35747,0,0,0,0,NA,NA,-60,1185,0.00499158395728133
"ON","2022-04-05 22:31:11",2020-08-06,95,1,26181,5,-3,159,0,0,0,0,39809,2783,2321297,71,38,35906,0,0,0,0,NA,NA,-65,1120,0.00362858561552271
"ON","2022-04-05 22:31:11",2020-08-07,88,0,25136,-5,0,118,0,0,0,0,39897,2783,2346433,66,38,36024,0,0,0,0,NA,NA,-30,1090,0.00350095480585614
"ON","2022-04-05 22:31:11",2020-08-08,70,1,26008,-13,0,107,0,0,0,0,39967,2784,2372441,53,38,36131,0,0,0,0,NA,NA,-38,1052,0.00269147954475546
"ON","2022-04-05 22:31:11",2020-08-09,79,2,27771,2,0,148,0,0,0,0,40046,2786,2400212,55,38,36279,0,0,0,0,NA,NA,-71,981,0.00284469410536171
"ON","2022-04-05 22:31:11",2020-08-10,115,0,22275,-6,-1,102,0,0,0,0,40161,2786,2422487,49,37,36381,0,0,0,0,NA,NA,13,994,0.00516273849607183
"ON","2022-04-05 22:31:11",2020-08-11,33,0,21581,11,-3,75,0,0,0,0,40194,2786,2444068,60,34,36456,0,0,0,0,NA,NA,-42,952,0.00152912283953478
"ON","2022-04-05 22:31:11",2020-08-12,95,1,24572,-11,-1,134,0,0,0,0,40289,2787,2468640,49,33,36590,0,0,0,0,NA,NA,-40,912,0.00386618915839167
"ON","2022-04-05 22:31:11",2020-08-13,78,0,29626,-6,-2,99,0,0,0,0,40367,2787,2498266,43,31,36689,0,0,0,0,NA,NA,-21,891,0.00263282252075879
"ON","2022-04-05 22:31:11",2020-08-14,92,1,30137,-2,-3,83,0,0,0,0,40459,2788,2528403,41,28,36772,0,0,0,0,NA,NA,8,899,0.0030527258851246
"ON","2022-04-05 22:31:11",2020-08-15,106,1,30436,-2,1,101,0,0,0,0,40565,2789,2558839,39,29,36873,0,0,0,0,NA,NA,4,903,0.00348271783414378
"ON","2022-04-05 22:31:11",2020-08-16,81,0,23813,-2,1,80,0,0,0,0,40646,2789,2582652,37,30,36953,0,0,0,0,NA,NA,1,904,0.00340150338050645
"ON","2022-04-05 22:31:11",2020-08-17,99,0,25567,-5,-2,83,0,0,0,0,40745,2789,2608219,32,28,37036,0,0,0,0,NA,NA,16,920,0.00387217898071733
"ON","2022-04-05 22:31:11",2020-08-18,125,4,23067,9,-2,90,0,0,0,0,40870,2793,2631286,41,26,37126,0,0,0,0,NA,NA,31,951,0.00541899683530585
"ON","2022-04-05 22:31:11",2020-08-19,102,-1,25642,1,0,89,0,0,0,0,40972,2792,2656928,42,26,37215,0,0,0,0,NA,NA,14,965,0.00397784884174401
"ON","2022-04-05 22:31:11",2020-08-20,76,1,25917,-7,1,76,0,0,0,0,41048,2793,2682845,35,27,37291,0,0,0,0,NA,NA,-1,964,0.00293243816799784
"ON","2022-04-05 22:31:11",2020-08-21,131,3,28073,0,-1,106,0,0,0,0,41179,2796,2710918,35,26,37397,0,0,0,0,NA,NA,22,986,0.0046664054429523
"ON","2022-04-05 22:31:11",2020-08-22,108,1,28656,5,-1,90,0,0,0,0,41287,2797,2739574,40,25,37487,0,0,0,0,NA,NA,17,1003,0.00376884422110553
"ON","2022-04-05 22:31:11",2020-08-23,115,0,23384,1,-4,108,0,0,0,0,41402,2797,2762958,41,21,37595,0,0,0,0,NA,NA,7,1010,0.00491789257612042
"ON","2022-04-05 22:31:11",2020-08-24,105,1,18790,-1,2,78,0,0,0,0,41507,2798,2781748,40,23,37673,0,0,0,0,NA,NA,26,1036,0.00558807876530069
"ON","2022-04-05 22:31:11",2020-08-25,100,2,20013,-1,1,75,0,0,0,0,41607,2800,2801761,39,24,37748,0,0,0,0,NA,NA,23,1059,0.00499675211112777
"ON","2022-04-05 22:31:11",2020-08-26,88,2,21960,4,0,115,0,0,0,0,41695,2802,2823721,43,24,37863,0,0,0,0,NA,NA,-29,1030,0.00400728597449909
"ON","2022-04-05 22:31:11",2020-08-27,118,1,28625,5,2,77,0,0,0,0,41813,2803,2852346,48,26,37940,0,0,0,0,NA,NA,40,1070,0.00412227074235808
"ON","2022-04-05 22:31:11",2020-08-28,122,6,31823,13,-1,83,0,0,0,0,41935,2809,2884169,61,25,38023,0,0,0,0,NA,NA,33,1103,0.00383370518178676
"ON","2022-04-05 22:31:11",2020-08-29,148,0,32106,-10,3,103,0,0,0,0,42083,2809,2916275,51,28,38126,0,0,0,0,NA,NA,45,1148,0.00460973026848564
"ON","2022-04-05 22:31:11",2020-08-30,112,1,24970,0,2,78,0,0,0,0,42195,2810,2941245,51,30,38204,0,0,0,0,NA,NA,33,1181,0.00448538245895074
"ON","2022-04-05 22:31:11",2020-08-31,114,1,25098,-2,-1,73,0,0,0,0,42309,2811,2966343,49,29,38277,0,0,0,0,NA,NA,40,1221,0.00454219459717906
"ON","2022-04-05 22:31:11",2020-09-01,112,1,23545,16,0,92,0,0,0,0,42421,2812,2989888,65,29,38369,0,0,0,0,NA,NA,19,1240,0.00475684858781058
"ON","2022-04-05 22:31:11",2020-09-02,133,0,24004,-5,-8,137,0,0,0,0,42554,2812,3013892,60,21,38506,0,0,0,0,NA,NA,-4,1236,0.00554074320946509
"ON","2022-04-05 22:31:11",2020-09-03,132,0,26298,0,-1,119,0,0,0,0,42686,2812,3040190,60,20,38625,0,0,0,0,NA,NA,13,1249,0.00501939310974219
"ON","2022-04-05 22:31:11",2020-09-04,148,-1,28591,6,4,116,0,0,0,0,42834,2811,3068781,66,24,38741,0,0,0,0,NA,NA,33,1282,0.00517645412892169
"ON","2022-04-05 22:31:11",2020-09-05,169,0,28672,-8,-1,106,0,0,0,0,43003,2811,3097453,58,23,38847,0,0,0,0,NA,NA,63,1345,0.00589425223214286
"ON","2022-04-05 22:31:11",2020-09-06,158,2,28955,-6,1,111,0,0,0,0,43161,2813,3126408,52,24,38958,0,0,0,0,NA,NA,45,1390,0.00545674322224141
"ON","2022-04-05 22:31:11",2020-09-07,190,0,23725,3,0,119,0,0,0,0,43351,2813,3150133,55,24,39077,0,0,0,0,NA,NA,71,1461,0.00800842992623815
"ON","2022-04-05 22:31:11",2020-09-08,185,0,20929,-1,1,119,0,0,0,0,43536,2813,3171062,54,25,39196,0,0,0,0,NA,NA,66,1527,0.00883940943188877
"ON","2022-04-05 22:31:11",2020-09-09,149,0,17605,1,-1,136,0,0,0,0,43685,2813,3188667,55,24,39332,0,0,0,0,NA,NA,13,1540,0.0084635046861687
"ON","2022-04-05 22:31:11",2020-09-10,170,1,24669,-1,-1,142,0,0,0,0,43855,2814,3213336,54,23,39474,0,0,0,0,NA,NA,27,1567,0.00689124001783615
"ON","2022-04-05 22:31:11",2020-09-11,213,-1,32501,-5,2,124,0,0,0,0,44068,2813,3245837,49,25,39598,0,0,0,0,NA,NA,90,1657,0.00655364450324605
"ON","2022-04-05 22:31:11",2020-09-12,232,1,35618,-6,-7,119,0,0,0,0,44300,2814,3281455,43,18,39717,0,0,0,0,NA,NA,112,1769,0.00651356055926779
"ON","2022-04-05 22:31:11",2020-09-13,204,1,31143,-4,2,124,0,0,0,0,44504,2815,3312598,39,20,39841,0,0,0,0,NA,NA,79,1848,0.0065504286677584
"ON","2022-04-05 22:31:11",2020-09-14,313,1,29540,8,4,133,0,0,0,0,44817,2816,3342138,47,24,39974,0,0,0,0,NA,NA,179,2027,0.0105958023019634
"ON","2022-04-05 22:31:11",2020-09-15,251,4,27664,0,2,117,0,0,0,0,45068,2820,3369802,47,26,40091,0,0,0,0,NA,NA,130,2157,0.00907316367842684
"ON","2022-04-05 22:31:11",2020-09-16,315,2,28761,-3,2,154,0,0,0,0,45383,2822,3398563,44,28,40245,0,0,0,0,NA,NA,159,2316,0.0109523312819443
"ON","2022-04-05 22:31:11",2020-09-17,293,3,35134,9,0,179,0,0,0,0,45676,2825,3433697,53,28,40424,0,0,0,0,NA,NA,111,2427,0.00833950019923721
"ON","2022-04-05 22:31:11",2020-09-18,401,0,35826,5,0,176,0,0,0,0,46077,2825,3469523,58,28,40600,0,0,0,0,NA,NA,225,2652,0.011192988332496
"ON","2022-04-05 22:31:11",2020-09-19,407,1,38940,6,1,177,0,0,0,0,46484,2826,3508463,64,29,40777,0,0,0,0,NA,NA,229,2881,0.0104519774011299
"ON","2022-04-05 22:31:11",2020-09-20,365,1,40127,-1,2,191,0,0,0,0,46849,2827,3548590,63,31,40968,0,0,0,0,NA,NA,173,3054,0.00909611981957286
"ON","2022-04-05 22:31:11",2020-09-21,425,2,31753,2,-1,178,0,0,0,0,47274,2829,3580343,65,30,41146,0,0,0,0,NA,NA,245,3299,0.0133845620886215
"ON","2022-04-05 22:31:11",2020-09-22,478,3,34201,17,0,196,0,0,0,0,47752,2832,3614544,82,30,41342,0,0,0,0,NA,NA,279,3578,0.0139761995263296
"ON","2022-04-05 22:31:11",2020-09-23,335,3,35436,6,0,258,0,0,0,0,48087,2835,3649980,88,30,41600,0,0,0,0,NA,NA,74,3652,0.00945366294164127
"ON","2022-04-05 22:31:11",2020-09-24,409,1,30634,0,3,286,0,0,0,0,48496,2836,3680614,88,33,41886,0,0,0,0,NA,NA,122,3774,0.0133511784291963
"ON","2022-04-05 22:31:11",2020-09-25,409,1,41865,-1,-2,283,0,0,0,0,48905,2837,3722479,87,31,42169,0,0,0,0,NA,NA,125,3899,0.00976949719335961
"ON","2022-04-05 22:31:11",2020-09-26,435,0,43238,13,3,338,0,0,0,0,49340,2837,3765717,100,34,42507,0,0,0,0,NA,NA,97,3996,0.0100605948471252
"ON","2022-04-05 22:31:11",2020-09-27,491,2,42509,12,0,289,0,0,0,0,49831,2839,3808226,112,34,42796,0,0,0,0,NA,NA,200,4196,0.011550495189254
"ON","2022-04-05 22:31:11",2020-09-28,700,1,41111,16,1,331,0,0,0,0,50531,2840,3849337,128,35,43127,0,0,0,0,NA,NA,368,4564,0.0170270730461434
"ON","2022-04-05 22:31:11",2020-09-29,554,4,38375,9,-1,323,0,0,0,0,51085,2844,3887712,137,34,43450,0,0,0,0,NA,NA,227,4791,0.0144364820846906
"ON","2022-04-05 22:31:11",2020-09-30,625,4,35753,13,5,457,0,0,0,0,51710,2848,3923465,150,39,43907,0,0,0,0,NA,NA,164,4955,0.0174810505412133
"ON","2022-04-05 22:31:11",2020-10-01,538,3,39646,12,2,515,0,0,0,0,52248,2851,3963111,162,41,44422,0,0,0,0,NA,NA,20,4975,0.0135700953437926
"ON","2022-04-05 22:31:11",2020-10-02,732,76,40093,5,3,428,0,0,0,0,52980,2927,4003204,167,44,44850,0,0,0,0,NA,NA,228,5203,0.0182575511934752
"ON","2022-04-05 22:31:11",2020-10-03,653,41,46254,-12,3,435,0,0,0,0,53633,2968,4049458,155,47,45285,0,0,0,0,NA,NA,177,5380,0.0141176979288278
"ON","2022-04-05 22:31:11",2020-10-04,566,7,39661,14,1,534,0,0,0,0,54199,2975,4089119,169,48,45819,0,0,0,0,NA,NA,25,5405,0.0142709462696352
"ON","2022-04-05 22:31:11",2020-10-05,615,5,38196,7,0,541,0,0,0,0,54814,2980,4127315,176,48,46360,0,0,0,0,NA,NA,69,5474,0.0161011624253849
"ON","2022-04-05 22:31:11",2020-10-06,548,7,42031,16,-3,546,0,0,0,0,55362,2987,4169346,192,45,46906,0,0,0,0,NA,NA,-5,5469,0.0130379957650306
"ON","2022-04-05 22:31:11",2020-10-07,583,1,43277,3,3,707,0,0,0,0,55945,2988,4212623,195,48,47613,0,0,0,0,NA,NA,-125,5344,0.0134713589204427
"ON","2022-04-05 22:31:11",2020-10-08,797,4,48488,11,5,695,0,0,0,0,56742,2992,4261111,206,53,48308,0,0,0,0,NA,NA,98,5442,0.0164370565913216
"ON","2022-04-05 22:31:11",2020-10-09,939,5,44914,19,-1,724,0,0,0,0,57681,2997,4306025,225,52,49032,0,0,0,0,NA,NA,210,5652,0.020906621543394
"ON","2022-04-05 22:31:11",2020-10-10,809,7,44298,-12,1,700,0,0,0,0,58490,3004,4350323,213,53,49732,0,0,0,0,NA,NA,102,5754,0.0182626755158246
"ON","2022-04-05 22:31:11",2020-10-11,649,1,44138,4,4,705,0,0,0,0,59139,3005,4394461,217,57,50437,0,0,0,0,NA,NA,-57,5697,0.0147038832751824
"ON","2022-04-05 22:31:11",2020-10-12,807,3,36473,-14,1,668,0,0,0,0,59946,3008,4430934,203,58,51105,0,0,0,0,NA,NA,136,5833,0.0221259561867683
"ON","2022-04-05 22:31:11",2020-10-13,746,9,31233,27,7,624,0,0,0,0,60692,3017,4462167,230,65,51729,0,0,0,0,NA,NA,113,5946,0.0238849934364294
"ON","2022-04-05 22:31:11",2020-10-14,721,0,32206,1,3,783,0,0,0,0,61413,3017,4494373,231,68,52512,0,0,0,0,NA,NA,-62,5884,0.0223871328323915
"ON","2022-04-05 22:31:11",2020-10-15,783,5,39961,22,-1,779,0,0,0,0,62196,3022,4534334,253,67,53291,0,0,0,0,NA,NA,-1,5883,0.0195941042516454
"ON","2022-04-05 22:31:11",2020-10-16,712,9,38507,8,5,713,0,0,0,0,62908,3031,4572841,261,72,54004,0,0,0,0,NA,NA,-10,5873,0.0184901446490249
"ON","2022-04-05 22:31:11",2020-10-17,805,10,44722,17,5,682,0,0,0,0,63713,3041,4617563,278,77,54686,0,0,0,0,NA,NA,113,5986,0.0180000894414382
"ON","2022-04-05 22:31:11",2020-10-18,658,5,40850,-31,-1,685,0,0,0,0,64371,3046,4658413,247,76,55371,0,0,0,0,NA,NA,-32,5954,0.0161077111383109
"ON","2022-04-05 22:31:11",2020-10-19,704,4,31864,5,-2,607,0,0,0,0,65075,3050,4690277,252,74,55978,0,0,0,0,NA,NA,93,6047,0.022093899071052
"ON","2022-04-05 22:31:11",2020-10-20,821,3,24049,22,3,628,0,0,0,0,65896,3053,4714326,274,77,56606,0,0,0,0,NA,NA,190,6237,0.0341386336230197
"ON","2022-04-05 22:31:11",2020-10-21,790,9,32646,-14,-1,719,0,0,0,0,66686,3062,4746972,260,76,57325,0,0,0,0,NA,NA,62,6299,0.0241989830300803
"ON","2022-04-05 22:31:11",2020-10-22,841,9,38860,10,7,741,0,0,0,0,67527,3071,4785832,270,83,58066,0,0,0,0,NA,NA,91,6390,0.0216417910447761
"ON","2022-04-05 22:31:11",2020-10-23,826,9,40019,6,4,733,0,0,0,0,68353,3080,4825851,276,87,58799,0,0,0,0,NA,NA,84,6474,0.0206401959069442
"ON","2022-04-05 22:31:11",2020-10-24,978,6,44151,18,3,625,0,0,0,0,69331,3086,4870002,294,90,59424,0,0,0,0,NA,NA,347,6821,0.0221512536522389
"ON","2022-04-05 22:31:11",2020-10-25,1042,7,38769,-16,-4,736,0,0,0,0,70373,3093,4908771,278,86,60160,0,0,0,0,NA,NA,299,7120,0.0268771441099848
"ON","2022-04-05 22:31:11",2020-10-26,851,6,28652,17,-1,679,0,0,0,0,71224,3099,4937423,295,85,60839,0,0,0,0,NA,NA,166,7286,0.0297012424961608
"ON","2022-04-05 22:31:11",2020-10-27,827,4,23945,17,-3,691,0,0,0,0,72051,3103,4961368,312,82,61530,0,0,0,0,NA,NA,132,7418,0.0345374817289622
"ON","2022-04-05 22:31:11",2020-10-28,834,5,30010,0,-3,773,0,0,0,0,72885,3108,4991378,312,79,62303,0,0,0,0,NA,NA,56,7474,0.0277907364211929
"ON","2022-04-05 22:31:11",2020-10-29,934,10,35621,10,7,820,0,0,0,0,73819,3118,5026999,322,86,63123,0,0,0,0,NA,NA,104,7578,0.0262204879144325
"ON","2022-04-05 22:31:11",2020-10-30,896,9,41008,-8,0,796,0,0,0,0,74715,3127,5068007,314,86,63919,0,0,0,0,NA,NA,91,7669,0.0218493952399532
"ON","2022-04-05 22:31:11",2020-10-31,1015,9,41920,6,-3,798,0,0,0,0,75730,3136,5109927,320,83,64717,0,0,0,0,NA,NA,208,7877,0.024212786259542
"ON","2022-04-05 22:31:11",2020-11-01,977,9,37133,30,-1,864,0,0,0,0,76707,3145,5147060,350,82,65581,0,0,0,0,NA,NA,104,7981,0.026310828642986
"ON","2022-04-05 22:31:11",2020-11-02,948,7,27908,-22,4,826,0,0,0,0,77655,3152,5174968,328,86,66407,0,0,0,0,NA,NA,115,8096,0.0339687544790024
"ON","2022-04-05 22:31:11",2020-11-03,1050,14,25279,29,-1,837,0,0,0,0,78705,3166,5200247,357,85,67244,0,0,0,0,NA,NA,199,8295,0.0415364531824835
"ON","2022-04-05 22:31:11",2020-11-04,987,16,28567,10,0,945,0,0,0,0,79692,3182,5228814,367,85,68189,0,0,0,0,NA,NA,26,8321,0.0345503553050723
"ON","2022-04-05 22:31:11",2020-11-05,998,13,35754,14,12,948,0,0,0,0,80690,3195,5264568,381,97,69137,0,0,0,0,NA,NA,37,8358,0.0279129607876042
"ON","2022-04-05 22:31:11",2020-11-06,1003,14,41268,-1,0,949,0,0,0,0,81693,3209,5305836,380,97,70086,0,0,0,0,NA,NA,40,8398,0.0243045458951246
"ON","2022-04-05 22:31:11",2020-11-07,1132,11,39165,4,4,852,0,0,0,0,82825,3220,5345001,384,101,70938,0,0,0,0,NA,NA,269,8667,0.0289033575896847
"ON","2022-04-05 22:31:11",2020-11-08,1328,13,37577,-10,-2,877,0,0,0,0,84153,3233,5382578,374,99,71815,0,0,0,0,NA,NA,438,9105,0.0353407669585119
"ON","2022-04-05 22:31:11",2020-11-09,1242,12,28401,-7,-3,821,0,0,0,0,85395,3245,5410979,367,96,72636,0,0,0,0,NA,NA,409,9514,0.0437308545473751
"ON","2022-04-05 22:31:11",2020-11-10,1388,15,29125,55,-3,781,0,0,0,0,86783,3260,5440104,422,93,73417,0,0,0,0,NA,NA,592,10106,0.047656652360515
"ON","2022-04-05 22:31:11",2020-11-11,1426,15,36707,2,6,886,0,0,0,0,88209,3275,5476811,424,99,74303,0,0,0,0,NA,NA,525,10631,0.0388481760972022
"ON","2022-04-05 22:31:11",2020-11-12,1575,18,39559,7,8,917,0,0,0,0,89784,3293,5516370,431,107,75220,0,0,0,0,NA,NA,640,11271,0.0398139487853586
"ON","2022-04-05 22:31:11",2020-11-13,1396,19,40509,21,7,1018,0,0,0,0,91180,3312,5556879,452,114,76238,0,0,0,0,NA,NA,359,11630,0.0344614776963144
"ON","2022-04-05 22:31:11",2020-11-14,1581,20,44837,50,2,1003,0,0,0,0,92761,3332,5601716,502,116,77241,0,0,0,0,NA,NA,558,12188,0.0352610567165511
"ON","2022-04-05 22:31:11",2020-11-15,1248,29,42206,-23,11,1062,0,0,0,0,94009,3361,5643922,479,127,78303,0,0,0,0,NA,NA,157,12345,0.0295692555560821
"ON","2022-04-05 22:31:11",2020-11-16,1487,10,33351,21,7,992,0,0,0,0,95496,3371,5677273,500,134,79295,0,0,0,0,NA,NA,485,12830,0.0445863692243111
"ON","2022-04-05 22:31:11",2020-11-17,1249,12,26468,29,3,1135,0,0,0,0,96745,3383,5703741,529,137,80430,0,0,0,0,NA,NA,102,12932,0.0471890584857186
"ON","2022-04-05 22:31:11",2020-11-18,1417,32,33440,6,0,1495,0,0,0,0,98162,3415,5737181,535,137,81925,0,0,0,0,NA,NA,-110,12822,0.0423744019138756
"ON","2022-04-05 22:31:11",2020-11-19,1210,28,41838,-9,17,1376,0,0,0,0,99372,3443,5779019,526,154,83301,0,0,0,0,NA,NA,-194,12628,0.0289210765332951
"ON","2022-04-05 22:31:11",2020-11-20,1418,8,48173,-8,-3,1415,0,0,0,0,100790,3451,5827192,518,151,84716,0,0,0,0,NA,NA,-5,12623,0.0294355759450314
"ON","2022-04-05 22:31:11",2020-11-21,1588,21,46671,-5,3,1363,0,0,0,0,102378,3472,5873863,513,154,86079,0,0,0,0,NA,NA,204,12827,0.0340254119260354
"ON","2022-04-05 22:31:11",2020-11-22,1534,14,46389,-29,1,1429,0,0,0,0,103912,3486,5920252,484,155,87508,0,0,0,0,NA,NA,91,12918,0.0330681842678221
"ON","2022-04-05 22:31:11",2020-11-23,1589,19,37471,23,9,1484,0,0,0,0,105501,3505,5957723,507,164,88992,0,0,0,0,NA,NA,86,13004,0.0424061274051934
"ON","2022-04-05 22:31:11",2020-11-24,1009,14,27053,27,3,1082,0,0,0,0,106510,3519,5984776,534,167,90074,0,0,0,0,NA,NA,-87,12917,0.0372971574317081
"ON","2022-04-05 22:31:11",2020-11-25,1373,35,36076,-11,0,1476,0,0,0,0,107883,3554,6020852,523,167,91550,0,0,0,0,NA,NA,-138,12779,0.038058543075729
"ON","2022-04-05 22:31:11",2020-11-26,1478,21,47576,33,-10,1365,0,0,0,0,109361,3575,6068428,556,157,92915,0,0,0,0,NA,NA,92,12871,0.0310660837397007
"ON","2022-04-05 22:31:11",2020-11-27,1855,20,58037,-15,3,1451,0,0,0,0,111216,3595,6126465,541,160,94366,0,0,0,0,NA,NA,384,13255,0.0319623688336751
"ON","2022-04-05 22:31:11",2020-11-28,1822,29,55086,54,2,1510,0,0,0,0,113038,3624,6181551,595,162,95876,0,0,0,0,NA,NA,283,13538,0.0330755545873725
"ON","2022-04-05 22:31:11",2020-11-29,1708,24,53959,-9,5,1443,0,0,0,0,114746,3648,6235510,586,167,97319,0,0,0,0,NA,NA,241,13779,0.0316536629663263
